server,function,method,graph_path,return_resource,select_fields,select_parameter,notes,source_url,required_permissions_from_your_list
Files,list_shared_with_me,GET,/me/drive/sharedWithMe,driveItem collection,"id,name,webUrl,size,createdDateTime,lastModifiedDateTime,createdBy,lastModifiedBy,parentReference,file,folder,package,shared","?$select=id,name,webUrl,size,createdDateTime,lastModifiedDateTime,createdBy,lastModifiedBy,parentReference,file,folder,package,shared",Items shared with signed-in user.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.Read; Files.ReadWrite
Files,list_app_folder_children,GET,/me/drive/special/approot/children,driveItem collection,"id,name,webUrl,size,createdDateTime,lastModifiedDateTime,createdBy,lastModifiedBy,parentReference,file,folder,package,shared","?$select=id,name,webUrl,size,createdDateTime,lastModifiedDateTime,createdBy,lastModifiedBy,parentReference,file,folder,package,shared",App folder children for Files.ReadWrite.AppFolder.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.ReadWrite.AppFolder
Files,list_item_permissions,GET,/drives/{drive-id}/items/{item-id}/permissions,permission collection,"id,roles,grantedTo,grantedToIdentitiesV2,link,invitation,shareId,expirationDateTime,hasPassword","?$select=id,roles,grantedTo,grantedToIdentitiesV2,link,invitation,shareId,expirationDateTime,hasPassword",List sharing permissions on a drive item.,https://learn.microsoft.com/en-us/graph/api/resources/permission?view=graph-rest-1.0,Files.Read.All; Files.ReadWrite.All
Files,get_item_content,GET,/drives/{drive-id}/items/{item-id}/content,file stream,N/A,N/A,Returns file content stream; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.Read; Files.ReadWrite; Files.Read.All; Files.ReadWrite.All; Files.Read.Selected; Files.ReadWrite.Selected; Files.ReadWrite.AppFolder
Files,create_upload_session,POST,/drives/{drive-id}/items/{parent-id}:/{filename}:/createUploadSession,uploadSession,N/A,N/A,Action/create operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.ReadWrite; Files.ReadWrite.All
Files,copy_drive_item,POST,/drives/{drive-id}/items/{item-id}/copy,async action,N/A,N/A,Copy action; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.ReadWrite; Files.ReadWrite.All
Files,delete_drive_item,DELETE,/drives/{drive-id}/items/{item-id},None,N/A,N/A,Delete operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/driveitem?view=graph-rest-1.0,Files.ReadWrite; Files.ReadWrite.All
Contacts,list_contacts,GET,/me/contacts,contact collection,"id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories","?$select=id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories",Signed-in user's contacts. Not in previous 48-row CSV.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.Read; Contacts.ReadWrite
Contacts,get_contact,GET,/me/contacts/{contact-id},contact,"id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories","?$select=id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories",Get one contact.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.Read; Contacts.ReadWrite
Contacts,list_user_contacts,GET,/users/{user-id}/contacts,contact collection,"id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories","?$select=id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories",Contacts for a specific user when app permissions allow it.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.Read.All; Contacts.ReadWrite.All
Contacts,get_user_contact,GET,/users/{user-id}/contacts/{contact-id},contact,"id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories","?$select=id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories",Get one user contact.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.Read.All; Contacts.ReadWrite.All
Contacts,list_contact_folders,GET,/me/contactFolders,contactFolder collection,"id,displayName,parentFolderId,childFolderCount","?$select=id,displayName,parentFolderId,childFolderCount",Signed-in user's contact folders.,https://learn.microsoft.com/en-us/graph/api/resources/contactfolder?view=graph-rest-1.0,Contacts.Read; Contacts.ReadWrite
Contacts,get_contact_folder,GET,/me/contactFolders/{contactFolder-id},contactFolder,"id,displayName,parentFolderId,childFolderCount","?$select=id,displayName,parentFolderId,childFolderCount",Get one contact folder.,https://learn.microsoft.com/en-us/graph/api/resources/contactfolder?view=graph-rest-1.0,Contacts.Read; Contacts.ReadWrite
Contacts,list_contacts_in_folder,GET,/me/contactFolders/{contactFolder-id}/contacts,contact collection,"id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories","?$select=id,displayName,givenName,surname,emailAddresses,companyName,department,jobTitle,businessPhones,mobilePhone,officeLocation,createdDateTime,lastModifiedDateTime,parentFolderId,categories",Contacts inside a specific folder.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.Read; Contacts.ReadWrite
Contacts,create_contact,POST,/me/contacts,contact,N/A,N/A,Create operation; $select is not used in the POST request.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.ReadWrite; Contacts.ReadWrite.All
Contacts,update_contact,PATCH,/me/contacts/{contact-id},contact,N/A,N/A,Update operation; $select does not apply to PATCH.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.ReadWrite; Contacts.ReadWrite.All
Contacts,delete_contact,DELETE,/me/contacts/{contact-id},None,N/A,N/A,Delete operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/contact?view=graph-rest-1.0,Contacts.ReadWrite; Contacts.ReadWrite.All
Calendar Shared,list_shared_calendar_events,GET,/users/{shared-user-or-mailbox-id}/events,event collection,"id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime","?$select=id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime",Shared/calendar mailbox variant. Standard /me calendar functions were excluded because they were in the previous CSV.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Calendar Shared,get_shared_calendar_event,GET,/users/{shared-user-or-mailbox-id}/events/{event-id},event,"id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime","?$select=id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime",Shared/calendar mailbox event get.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Calendar Shared,list_shared_calendar_view,GET,/users/{shared-user-or-mailbox-id}/calendarView?startDateTime={start}&endDateTime={end},event collection,"id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime","&$select=id,subject,bodyPreview,organizer,attendees,start,end,location,isAllDay,isCancelled,isOrganizer,responseStatus,webLink,onlineMeeting,createdDateTime,lastModifiedDateTime",calendarView already has required query params; append &$select.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Calendar Shared,create_shared_event,POST,/users/{shared-user-or-mailbox-id}/events,event,N/A,N/A,Create operation; $select is not used in the POST request.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Calendar Shared,update_shared_event,PATCH,/users/{shared-user-or-mailbox-id}/events/{event-id},event,N/A,N/A,Update operation; $select does not apply to PATCH.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Calendar Shared,delete_shared_event,DELETE,/users/{shared-user-or-mailbox-id}/events/{event-id},None,N/A,N/A,Delete operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/event?view=graph-rest-1.0,Calendars.ReadWrite.Shared
Mail Shared,list_shared_messages,GET,/users/{shared-user-or-mailbox-id}/messages,message collection,"id,subject,from,sender,toRecipients,ccRecipients,bccRecipients,replyTo,receivedDateTime,sentDateTime,bodyPreview,isRead,hasAttachments,importance,conversationId,webLink,parentFolderId,categories","?$select=id,subject,from,sender,toRecipients,ccRecipients,bccRecipients,replyTo,receivedDateTime,sentDateTime,bodyPreview,isRead,hasAttachments,importance,conversationId,webLink,parentFolderId,categories",Shared mailbox variant. Standard /me mail reads were excluded because they were in the previous CSV.,https://learn.microsoft.com/en-us/graph/api/resources/message?view=graph-rest-1.0,Mail.ReadWrite.Shared
Mail Shared,get_shared_message,GET,/users/{shared-user-or-mailbox-id}/messages/{message-id},message,"id,subject,from,sender,toRecipients,ccRecipients,bccRecipients,replyTo,receivedDateTime,sentDateTime,bodyPreview,isRead,hasAttachments,importance,conversationId,webLink,parentFolderId,categories","?$select=id,subject,from,sender,toRecipients,ccRecipients,bccRecipients,replyTo,receivedDateTime,sentDateTime,bodyPreview,isRead,hasAttachments,importance,conversationId,webLink,parentFolderId,categories",Get one message in shared mailbox.,https://learn.microsoft.com/en-us/graph/api/resources/message?view=graph-rest-1.0,Mail.ReadWrite.Shared
Mail Shared,list_shared_mail_folders,GET,/users/{shared-user-or-mailbox-id}/mailFolders,mailFolder collection,"id,displayName,parentFolderId,childFolderCount,totalItemCount,unreadItemCount","?$select=id,displayName,parentFolderId,childFolderCount,totalItemCount,unreadItemCount",Shared mailbox folders.,https://learn.microsoft.com/en-us/graph/api/resources/mailfolder?view=graph-rest-1.0,Mail.ReadWrite.Shared
Mail Shared,send_mail,POST,/me/sendMail,action,N/A,N/A,Send action from signed-in user's mailbox; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/user-sendmail?view=graph-rest-1.0,Mail.Send
Mail Shared,send_shared_mail,POST,/users/{shared-user-or-mailbox-id}/sendMail,action,N/A,N/A,Send as/from shared mailbox when permitted; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/user-sendmail?view=graph-rest-1.0,Mail.Send.Shared
Mail Shared,create_shared_message_draft,POST,/users/{shared-user-or-mailbox-id}/messages,message,N/A,N/A,Create draft operation; $select is not used in POST.,https://learn.microsoft.com/en-us/graph/api/resources/message?view=graph-rest-1.0,Mail.ReadWrite.Shared
Mail Shared,update_shared_message,PATCH,/users/{shared-user-or-mailbox-id}/messages/{message-id},message,N/A,N/A,Update operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/message?view=graph-rest-1.0,Mail.ReadWrite.Shared
Mail Shared,delete_shared_message,DELETE,/users/{shared-user-or-mailbox-id}/messages/{message-id},None,N/A,N/A,Delete operation; $select does not apply.,https://learn.microsoft.com/en-us/graph/api/resources/message?view=graph-rest-1.0,Mail.ReadWrite.Shared
Profile,get_profile,GET,/me/profile,profile,id,?$select=id,Profile API is beta; root profile mostly exposes id and relationships.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
Profile,list_profile_names,GET,/me/profile/names,personName collection,"id,displayName,first,last,middle,nickname,suffix,title","?$select=id,displayName,first,last,middle,nickname,suffix,title",Profile relationship endpoint.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
Profile,list_profile_emails,GET,/me/profile/emails,itemEmail collection,"id,address,displayName,type","?$select=id,address,displayName,type",Profile relationship endpoint.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
Profile,list_profile_phones,GET,/me/profile/phones,itemPhone collection,"id,displayName,number,type","?$select=id,displayName,number,type",Profile relationship endpoint.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
Profile,list_profile_positions,GET,/me/profile/positions,workPosition collection,"id,displayName,detail,isCurrent","?$select=id,displayName,detail,isCurrent",Profile relationship endpoint.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
Profile,list_profile_skills,GET,/me/profile/skills,skillProficiency collection,"id,displayName,proficiency","?$select=id,displayName,proficiency",Profile relationship endpoint.,https://learn.microsoft.com/en-us/graph/api/resources/profile?view=graph-rest-beta,UserProfile.Read
